pump_id,symbol,start_ts,end_ts,pct_chg,vol_mult,pump_type,split
31,ADAUSDT,2026-02-06 00:00:00+00:00,2026-02-06 17:00:00+00:00,15.0185,3.0216,main,test
32,ADAUSDT,2025-03-02 14:00:00+00:00,2025-03-02 15:00:00+00:00,33.6063,46.406,fast,train
33,ALTUSDT,2024-07-08 01:00:00+00:00,2024-07-08 11:00:00+00:00,17.1669,3.3078,main,train
34,ALTUSDT,2024-07-15 16:00:00+00:00,2024-07-16 15:00:00+00:00,19.4746,4.8794,main,train
35,ALTUSDT,2024-08-05 06:00:00+00:00,2024-08-06 06:00:00+00:00,22.4126,3.5196,main,train
36,ALTUSDT,2024-08-16 10:00:00+00:00,2024-08-17 09:00:00+00:00,24.4148,11.3944,main,train
37,ALTUSDT,2024-09-18 17:00:00+00:00,2024-09-19 17:00:00+00:00,51.9502,10.5455,main,train
38,ALTUSDT,2024-09-22 21:00:00+00:00,2024-09-23 09:00:00+00:00,25.5245,7.1723,main,train
39,ALTUSDT,2024-09-23 12:00:00+00:00,2024-09-24 11:00:00+00:00,19.0996,6.7082,main,train
40,ALTUSDT,2024-11-13 05:00:00+00:00,2024-11-14 04:00:00+00:00,31.0956,4.2837,main,train
41,ALTUSDT,2024-11-24 11:00:00+00:00,2024-11-25 10:00:00+00:00,16.3749,3.0814,main,train
42,ALTUSDT,2024-12-02 17:00:00+00:00,2024-12-03 07:00:00+00:00,23.015,3.235,main,train
43,ALTUSDT,2025-01-20 00:00:00+00:00,2025-01-20 11:00:00+00:00,15.0784,3.2775,main,train
44,ALTUSDT,2025-02-03 02:00:00+00:00,2025-02-03 22:00:00+00:00,29.7347,3.0625,main,train
45,ALTUSDT,2025-04-28 01:00:00+00:00,2025-04-28 08:00:00+00:00,16.2199,4.2647,main,train
46,ALTUSDT,2025-05-09 16:00:00+00:00,2025-05-10 11:00:00+00:00,15.0726,3.391,main,train
47,ALTUSDT,2025-06-15 09:00:00+00:00,2025-06-16 09:00:00+00:00,86.253,18.529,main,train
48,ALTUSDT,2025-06-17 08:00:00+00:00,2025-06-18 03:00:00+00:00,20.1675,54.128,main,train
49,ALTUSDT,2025-07-10 15:00:00+00:00,2025-07-11 05:00:00+00:00,74.1156,12.8636,main,train
50,ALTUSDT,2025-07-27 00:00:00+00:00,2025-07-28 00:00:00+00:00,30.8498,7.334,main,train
51,ALTUSDT,2025-10-11 01:00:00+00:00,2025-10-11 14:00:00+00:00,15.5367,4.1211,main,train
52,ALTUSDT,2025-10-11 20:00:00+00:00,2025-10-12 16:00:00+00:00,17.8744,3.5189,main,train
53,ALTUSDT,2025-11-01 07:00:00+00:00,2025-11-02 07:00:00+00:00,27.3931,5.4499,main,test
54,ALTUSDT,2025-11-19 19:00:00+00:00,2025-11-20 15:00:00+00:00,15.7625,5.3795,main,test
55,ALTUSDT,2026-01-31 18:00:00+00:00,2026-02-01 08:00:00+00:00,16.629,4.6705,main,test
56,ALTUSDT,2026-04-02 21:00:00+00:00,2026-04-03 17:00:00+00:00,20.8631,11.9167,main,test
57,ALTUSDT,2026-04-15 09:00:00+00:00,2026-04-16 06:00:00+00:00,19.1533,7.4648,main,test
58,ALTUSDT,2026-05-21 16:00:00+00:00,2026-05-22 11:00:00+00:00,47.679,46.9865,main,test
59,ALTUSDT,2026-05-26 17:00:00+00:00,2026-05-27 09:00:00+00:00,22.2477,27.2806,main,test
60,ALTUSDT,2024-07-16 14:00:00+00:00,2024-07-16 15:00:00+00:00,10.2722,11.3168,fast,train
61,ALTUSDT,2024-08-05 12:00:00+00:00,2024-08-05 13:00:00+00:00,11.0168,10.0811,fast,train
62,ALTUSDT,2024-11-14 01:00:00+00:00,2024-11-14 02:00:00+00:00,19.8645,28.1257,fast,train
63,ALTUSDT,2024-12-03 06:00:00+00:00,2024-12-03 07:00:00+00:00,11.1185,15.9929,fast,train
64,ALTUSDT,2025-06-16 08:00:00+00:00,2025-06-16 09:00:00+00:00,73.9773,438.2591,fast,train
65,ALTUSDT,2025-07-11 04:00:00+00:00,2025-07-11 05:00:00+00:00,46.8104,101.1043,fast,train
66,ALTUSDT,2025-11-02 05:00:00+00:00,2025-11-02 06:00:00+00:00,10.9091,35.7812,fast,test
67,ALTUSDT,2026-05-21 05:00:00+00:00,2026-05-21 06:00:00+00:00,10.1223,32.4154,fast,test
68,ALTUSDT,2026-05-22 06:00:00+00:00,2026-05-22 07:00:00+00:00,15.2506,136.7594,fast,test
69,BEATUSDT,2025-12-14 16:00:00+00:00,2025-12-15 16:00:00+00:00,102.3767,4.1252,main,test
70,BEATUSDT,2025-12-21 18:00:00+00:00,2025-12-22 14:00:00+00:00,31.0395,3.0892,main,test
71,BEATUSDT,2025-12-23 21:00:00+00:00,2025-12-24 09:00:00+00:00,25.3549,3.0042,main,test
72,BEATUSDT,2026-02-14 17:00:00+00:00,2026-02-14 23:00:00+00:00,23.5591,3.0275,main,test
73,BEATUSDT,2026-03-06 07:00:00+00:00,2026-03-07 06:00:00+00:00,40.5295,5.8604,main,test
74,BEATUSDT,2026-03-15 22:00:00+00:00,2026-03-16 15:00:00+00:00,39.9794,3.1137,main,test
75,BEATUSDT,2026-05-22 03:00:00+00:00,2026-05-23 03:00:00+00:00,80.9165,34.6237,main,test
76,BEATUSDT,2026-05-26 11:00:00+00:00,2026-05-27 11:00:00+00:00,27.2962,5.0459,main,test
77,BEATUSDT,2025-11-13 13:00:00+00:00,2025-11-13 14:00:00+00:00,12.6133,3.5011,fast,test
78,BEATUSDT,2025-11-20 12:00:00+00:00,2025-11-20 13:00:00+00:00,57.7449,11.3341,fast,test
79,BEATUSDT,2025-12-07 06:00:00+00:00,2025-12-07 07:00:00+00:00,12.5008,3.8605,fast,test
80,BEATUSDT,2025-12-12 12:00:00+00:00,2025-12-12 13:00:00+00:00,12.7468,5.7519,fast,test
81,BEATUSDT,2025-12-14 17:00:00+00:00,2025-12-14 18:00:00+00:00,13.9809,3.2144,fast,test
82,BEATUSDT,2025-12-14 23:00:00+00:00,2025-12-15 00:00:00+00:00,14.2052,3.7725,fast,test
83,BEATUSDT,2025-12-15 03:00:00+00:00,2025-12-15 04:00:00+00:00,19.78,3.7802,fast,test
84,BEATUSDT,2025-12-15 15:00:00+00:00,2025-12-15 16:00:00+00:00,12.6115,7.7779,fast,test
85,BEATUSDT,2025-12-16 23:00:00+00:00,2025-12-17 00:00:00+00:00,15.3081,3.7334,fast,test
86,BEATUSDT,2025-12-18 17:00:00+00:00,2025-12-18 18:00:00+00:00,13.5854,3.5516,fast,test
87,BEATUSDT,2025-12-21 19:00:00+00:00,2025-12-21 20:00:00+00:00,13.0816,6.3124,fast,test
88,BEATUSDT,2025-12-24 04:00:00+00:00,2025-12-24 05:00:00+00:00,11.4465,3.1165,fast,test
89,BEATUSDT,2025-12-24 13:00:00+00:00,2025-12-24 14:00:00+00:00,10.4325,4.6485,fast,test
90,BEATUSDT,2025-12-26 02:00:00+00:00,2025-12-26 03:00:00+00:00,23.4297,5.2606,fast,test
91,BEATUSDT,2025-12-29 09:00:00+00:00,2025-12-29 10:00:00+00:00,17.9804,4.6867,fast,test
92,BEATUSDT,2026-01-01 15:00:00+00:00,2026-01-01 16:00:00+00:00,17.2032,6.4701,fast,test
93,BEATUSDT,2026-01-14 03:00:00+00:00,2026-01-14 04:00:00+00:00,12.7766,4.5073,fast,test
94,BEATUSDT,2026-03-27 11:00:00+00:00,2026-03-27 12:00:00+00:00,10.3448,4.4044,fast,test
95,BEATUSDT,2026-04-03 01:00:00+00:00,2026-04-03 02:00:00+00:00,18.1212,4.5258,fast,test
96,BEATUSDT,2026-04-08 13:00:00+00:00,2026-04-08 14:00:00+00:00,11.733,6.6174,fast,test
97,BEATUSDT,2026-05-22 07:00:00+00:00,2026-05-22 08:00:00+00:00,10.2518,34.5273,fast,test
98,BNBUSDT,2024-08-05 12:00:00+00:00,2024-08-06 07:00:00+00:00,19.1984,4.4816,main,train
99,BNBUSDT,2024-12-03 13:00:00+00:00,2024-12-04 10:00:00+00:00,23.9164,4.5943,main,train
100,BNBUSDT,2025-10-12 01:00:00+00:00,2025-10-13 00:00:00+00:00,18.2321,3.1066,main,train
101,BSBUSDT,2026-04-21 06:00:00+00:00,2026-04-22 02:00:00+00:00,59.6929,4.1299,main,test
102,BSBUSDT,2026-04-23 09:00:00+00:00,2026-04-24 09:00:00+00:00,78.2264,7.8652,main,test
103,BSBUSDT,2026-04-24 20:00:00+00:00,2026-04-25 18:00:00+00:00,80.8944,7.4561,main,test
104,BSBUSDT,2026-04-28 07:00:00+00:00,2026-04-29 05:00:00+00:00,25.3955,3.8753,main,test
105,BSBUSDT,2026-04-29 16:00:00+00:00,2026-04-30 16:00:00+00:00,93.7424,14.4765,main,test
106,BSBUSDT,2026-05-03 07:00:00+00:00,2026-05-04 04:00:00+00:00,85.4161,3.2326,main,test
107,BSBUSDT,2026-05-04 14:00:00+00:00,2026-05-04 17:00:00+00:00,33.0693,5.0094,main,test
108,BSBUSDT,2026-05-07 16:00:00+00:00,2026-05-08 16:00:00+00:00,70.7828,3.3402,main,test
109,BSBUSDT,2026-05-08 18:00:00+00:00,2026-05-09 13:00:00+00:00,19.4719,3.0802,main,test
110,BSBUSDT,2026-05-16 15:00:00+00:00,2026-05-17 15:00:00+00:00,49.7285,3.864,main,test
111,BSBUSDT,2026-05-19 20:00:00+00:00,2026-05-20 18:00:00+00:00,90.3547,4.1835,main,test
112,BSBUSDT,2026-05-20 20:00:00+00:00,2026-05-21 13:00:00+00:00,28.2834,3.3794,main,test
113,BSBUSDT,2026-05-22 15:00:00+00:00,2026-05-23 09:00:00+00:00,154.5563,4.346,main,test
114,BSBUSDT,2026-05-25 10:00:00+00:00,2026-05-25 14:00:00+00:00,37.0268,3.0976,main,test
115,BSBUSDT,2026-04-22 01:00:00+00:00,2026-04-22 02:00:00+00:00,21.4481,6.8963,fast,test
116,BSBUSDT,2026-04-23 10:00:00+00:00,2026-04-23 11:00:00+00:00,12.1921,7.4941,fast,test
117,BSBUSDT,2026-04-23 12:00:00+00:00,2026-04-23 13:00:00+00:00,17.5539,14.4789,fast,test
118,BSBUSDT,2026-04-24 04:00:00+00:00,2026-04-24 05:00:00+00:00,10.6165,6.2673,fast,test
119,BSBUSDT,2026-04-24 07:00:00+00:00,2026-04-24 08:00:00+00:00,18.8286,24.5936,fast,test
120,BSBUSDT,2026-04-25 01:00:00+00:00,2026-04-25 02:00:00+00:00,14.0917,8.077,fast,test
121,BSBUSDT,2026-04-25 12:00:00+00:00,2026-04-25 13:00:00+00:00,20.0518,7.3241,fast,test
122,BSBUSDT,2026-04-26 03:00:00+00:00,2026-04-26 04:00:00+00:00,13.2489,14.0064,fast,test
123,BSBUSDT,2026-04-26 05:00:00+00:00,2026-04-26 06:00:00+00:00,38.6083,19.2259,fast,test
124,BSBUSDT,2026-04-27 05:00:00+00:00,2026-04-27 06:00:00+00:00,11.7729,14.6461,fast,test
125,BSBUSDT,2026-04-28 08:00:00+00:00,2026-04-28 09:00:00+00:00,14.7758,7.6336,fast,test
126,BSBUSDT,2026-04-29 16:00:00+00:00,2026-04-29 17:00:00+00:00,31.7552,38.245,fast,test
127,BSBUSDT,2026-04-30 02:00:00+00:00,2026-04-30 03:00:00+00:00,18.4438,12.8732,fast,test
128,BSBUSDT,2026-04-30 04:00:00+00:00,2026-04-30 05:00:00+00:00,11.3855,13.3017,fast,test
129,BSBUSDT,2026-04-30 07:00:00+00:00,2026-04-30 08:00:00+00:00,16.6767,22.2259,fast,test
130,BSBUSDT,2026-05-04 03:00:00+00:00,2026-05-04 04:00:00+00:00,18.3202,11.4954,fast,test
131,BSBUSDT,2026-05-04 15:00:00+00:00,2026-05-04 16:00:00+00:00,15.781,6.3606,fast,test
132,BSBUSDT,2026-05-06 12:00:00+00:00,2026-05-06 13:00:00+00:00,15.1378,4.4745,fast,test
133,BSBUSDT,2026-05-08 18:00:00+00:00,2026-05-08 19:00:00+00:00,19.4532,14.0409,fast,test
134,BSBUSDT,2026-05-17 08:00:00+00:00,2026-05-17 09:00:00+00:00,10.3303,6.1266,fast,test
135,BSBUSDT,2026-05-19 16:00:00+00:00,2026-05-19 17:00:00+00:00,22.4876,9.9659,fast,test
136,BSBUSDT,2026-05-19 20:00:00+00:00,2026-05-19 21:00:00+00:00,14.1249,9.6989,fast,test
137,BSBUSDT,2026-05-20 17:00:00+00:00,2026-05-20 18:00:00+00:00,19.0618,8.9406,fast,test
138,BSBUSDT,2026-05-21 12:00:00+00:00,2026-05-21 13:00:00+00:00,17.4519,6.7933,fast,test
139,BSBUSDT,2026-05-22 16:00:00+00:00,2026-05-22 17:00:00+00:00,34.0776,13.5979,fast,test
140,BSBUSDT,2026-05-23 08:00:00+00:00,2026-05-23 09:00:00+00:00,13.44,3.4053,fast,test
141,BSBUSDT,2026-05-24 11:00:00+00:00,2026-05-24 12:00:00+00:00,15.3062,4.4715,fast,test
142,BSBUSDT,2026-05-27 04:00:00+00:00,2026-05-27 05:00:00+00:00,10.1778,3.4765,fast,test
143,DOGEUSDT,2024-08-05 12:00:00+00:00,2024-08-06 05:00:00+00:00,20.457,3.0594,main,train
144,DOGEUSDT,2024-10-17 18:00:00+00:00,2024-10-18 17:00:00+00:00,15.5249,4.2321,main,train
145,DOGEUSDT,2024-10-28 16:00:00+00:00,2024-10-29 16:00:00+00:00,19.0075,4.4725,main,train
146,DOGEUSDT,2024-11-05 04:00:00+00:00,2024-11-06 03:00:00+00:00,30.464,6.6439,main,train
147,DOGEUSDT,2024-11-11 08:00:00+00:00,2024-11-12 08:00:00+00:00,54.2825,6.1735,main,train
148,DOGEUSDT,2024-11-13 05:00:00+00:00,2024-11-13 14:00:00+00:00,17.0585,3.263,main,train
149,DOGEUSDT,2025-02-03 02:00:00+00:00,2025-02-03 22:00:00+00:00,26.5341,3.0593,main,train
150,DOGEUSDT,2025-03-02 14:00:00+00:00,2025-03-02 23:00:00+00:00,18.2596,3.1316,main,train
151,DOGEUSDT,2025-04-07 06:00:00+00:00,2025-04-08 04:00:00+00:00,15.7987,3.4374,main,train
152,DOGEUSDT,2025-05-10 00:00:00+00:00,2025-05-10 23:00:00+00:00,23.0818,3.2939,main,train
153,DOGEUSDT,2025-07-17 16:00:00+00:00,2025-07-18 13:00:00+00:00,17.7105,4.4501,main,train
154,DOGEUSDT,2025-10-11 20:00:00+00:00,2025-10-12 20:00:00+00:00,16.0022,3.2627,main,train
155,DOGEUSDT,2026-02-14 08:00:00+00:00,2026-02-15 07:00:00+00:00,18.8486,3.0196,main,test
156,DOGEUSDT,2024-11-06 01:00:00+00:00,2024-11-06 02:00:00+00:00,10.6473,16.3853,fast,train
157,DOGEUSDT,2025-01-21 10:00:00+00:00,2025-01-21 11:00:00+00:00,11.2866,22.9252,fast,train
158,DRIFTUSDT,2024-12-05 01:00:00+00:00,2024-12-06 00:00:00+00:00,32.7545,4.0247,main,train
159,DRIFTUSDT,2024-12-30 21:00:00+00:00,2024-12-31 10:00:00+00:00,21.2738,5.491,main,train
160,DRIFTUSDT,2025-02-03 01:00:00+00:00,2025-02-03 23:00:00+00:00,24.758,3.2805,main,train
161,DRIFTUSDT,2025-03-04 01:00:00+00:00,2025-03-05 01:00:00+00:00,18.0516,4.6391,main,train
162,DRIFTUSDT,2025-03-14 18:00:00+00:00,2025-03-15 13:00:00+00:00,19.8102,7.6505,main,train
163,DRIFTUSDT,2025-03-16 23:00:00+00:00,2025-03-17 04:00:00+00:00,25.6912,16.7859,main,train
164,DRIFTUSDT,2025-04-29 22:00:00+00:00,2025-04-30 18:00:00+00:00,39.6001,62.9708,main,train
165,DRIFTUSDT,2025-05-07 05:00:00+00:00,2025-05-08 01:00:00+00:00,20.2478,8.7423,main,train
166,DRIFTUSDT,2025-06-28 08:00:00+00:00,2025-06-29 07:00:00+00:00,16.6308,4.6624,main,train
167,DRIFTUSDT,2025-07-20 12:00:00+00:00,2025-07-21 12:00:00+00:00,45.3857,21.151,main,train
168,DRIFTUSDT,2025-08-27 02:00:00+00:00,2025-08-28 02:00:00+00:00,27.9315,15.1303,main,train
169,DRIFTUSDT,2025-09-12 03:00:00+00:00,2025-09-13 00:00:00+00:00,15.8883,7.4153,main,train
170,DRIFTUSDT,2025-09-17 17:00:00+00:00,2025-09-18 16:00:00+00:00,45.3915,22.5202,main,train
171,DRIFTUSDT,2025-09-24 03:00:00+00:00,2025-09-24 14:00:00+00:00,19.5909,4.7478,main,train
172,DRIFTUSDT,2025-09-26 15:00:00+00:00,2025-09-27 15:00:00+00:00,22.4173,4.208,main,train
173,DRIFTUSDT,2025-09-30 12:00:00+00:00,2025-10-01 12:00:00+00:00,21.1031,4.7784,main,train
174,DRIFTUSDT,2026-01-13 05:00:00+00:00,2026-01-14 05:00:00+00:00,16.3506,6.9391,main,test
175,DRIFTUSDT,2026-01-25 23:00:00+00:00,2026-01-26 00:00:00+00:00,15.5853,7.5178,main,test
176,DRIFTUSDT,2026-02-06 08:00:00+00:00,2026-02-07 03:00:00+00:00,17.3859,3.103,main,test
177,DRIFTUSDT,2026-04-02 04:00:00+00:00,2026-04-02 12:00:00+00:00,42.5701,184.6617,main,test
178,DRIFTUSDT,2026-04-03 03:00:00+00:00,2026-04-03 17:00:00+00:00,16.7699,65.7153,main,test
179,DRIFTUSDT,2026-04-04 15:00:00+00:00,2026-04-05 02:00:00+00:00,41.0006,134.808,main,test
180,DRIFTUSDT,2026-04-06 08:00:00+00:00,2026-04-06 21:00:00+00:00,17.8607,53.5471,main,test
181,DRIFTUSDT,2026-04-07 17:00:00+00:00,2026-04-08 09:00:00+00:00,66.9138,159.2039,main,test
182,DRIFTUSDT,2026-04-12 12:00:00+00:00,2026-04-13 06:00:00+00:00,42.6887,26.5889,main,test
183,DRIFTUSDT,2026-04-13 18:00:00+00:00,2026-04-14 04:00:00+00:00,23.2887,9.8047,main,test
184,DRIFTUSDT,2026-04-15 15:00:00+00:00,2026-04-16 12:00:00+00:00,32.6253,12.0216,main,test
185,DRIFTUSDT,2026-04-30 13:00:00+00:00,2026-05-01 10:00:00+00:00,43.0525,4.2658,main,test
186,DRIFTUSDT,2026-05-25 07:00:00+00:00,2026-05-26 07:00:00+00:00,41.713,44.7827,main,test
187,DRIFTUSDT,2024-12-05 23:00:00+00:00,2024-12-06 00:00:00+00:00,18.5222,18.6632,fast,train
188,DRIFTUSDT,2025-04-29 23:00:00+00:00,2025-04-30 00:00:00+00:00,21.1937,187.2885,fast,train
189,DRIFTUSDT,2025-06-29 06:00:00+00:00,2025-06-29 07:00:00+00:00,10.4485,52.0024,fast,train
190,DRIFTUSDT,2025-07-21 02:00:00+00:00,2025-07-21 03:00:00+00:00,17.7213,56.1329,fast,train
191,DRIFTUSDT,2025-08-28 01:00:00+00:00,2025-08-28 02:00:00+00:00,12.3657,73.1636,fast,train
192,DRIFTUSDT,2025-09-17 21:00:00+00:00,2025-09-17 22:00:00+00:00,10.8824,45.1165,fast,train
193,DRIFTUSDT,2026-01-25 23:00:00+00:00,2026-01-26 00:00:00+00:00,15.5853,45.9114,fast,test
194,DRIFTUSDT,2026-04-02 10:00:00+00:00,2026-04-02 11:00:00+00:00,11.4227,221.2783,fast,test
195,DRIFTUSDT,2026-04-08 06:00:00+00:00,2026-04-08 07:00:00+00:00,18.4095,272.7283,fast,test
196,DRIFTUSDT,2026-04-11 07:00:00+00:00,2026-04-11 08:00:00+00:00,13.28,89.2884,fast,test
197,DRIFTUSDT,2026-04-13 05:00:00+00:00,2026-04-13 06:00:00+00:00,13.8634,62.6556,fast,test
198,DRIFTUSDT,2026-04-16 11:00:00+00:00,2026-04-16 12:00:00+00:00,17.5312,54.9218,fast,test
199,DRIFTUSDT,2026-05-26 06:00:00+00:00,2026-05-26 07:00:00+00:00,14.7736,232.7319,fast,test
200,ESPORTSUSDT,2025-07-30 16:00:00+00:00,2025-07-31 00:00:00+00:00,46.4516,3.9632,main,train
201,ESPORTSUSDT,2025-08-03 15:00:00+00:00,2025-08-04 09:00:00+00:00,45.1741,3.5904,main,train
202,ESPORTSUSDT,2025-09-01 04:00:00+00:00,2025-09-02 03:00:00+00:00,22.5816,3.3812,main,train
203,ESPORTSUSDT,2025-09-04 02:00:00+00:00,2025-09-04 08:00:00+00:00,21.3537,5.8055,main,train
204,ESPORTSUSDT,2025-10-12 00:00:00+00:00,2025-10-12 21:00:00+00:00,49.2446,3.2239,main,train
205,ESPORTSUSDT,2025-11-03 17:00:00+00:00,2025-11-04 16:00:00+00:00,22.4034,4.1647,main,test
206,ESPORTSUSDT,2025-11-07 15:00:00+00:00,2025-11-08 15:00:00+00:00,32.7045,3.1103,main,test
207,ESPORTSUSDT,2025-11-12 06:00:00+00:00,2025-11-13 05:00:00+00:00,57.7648,66.844,main,test
208,ESPORTSUSDT,2025-11-13 11:00:00+00:00,2025-11-13 21:00:00+00:00,41.3026,68.7983,main,test
209,ESPORTSUSDT,2025-11-14 03:00:00+00:00,2025-11-14 21:00:00+00:00,38.4336,40.4208,main,test
210,ESPORTSUSDT,2025-11-21 05:00:00+00:00,2025-11-21 16:00:00+00:00,16.6976,4.5617,main,test
211,ESPORTSUSDT,2025-11-26 13:00:00+00:00,2025-11-27 05:00:00+00:00,18.8918,3.0034,main,test
212,ESPORTSUSDT,2025-12-04 11:00:00+00:00,2025-12-04 15:00:00+00:00,22.3648,3.5196,main,test
213,ESPORTSUSDT,2026-01-03 15:00:00+00:00,2026-01-04 11:00:00+00:00,21.5688,26.4432,main,test
214,ESPORTSUSDT,2026-01-22 21:00:00+00:00,2026-01-23 13:00:00+00:00,17.8131,6.1275,main,test
215,ESPORTSUSDT,2026-02-05 19:00:00+00:00,2026-02-06 09:00:00+00:00,20.0047,3.2213,main,test
216,ESPORTSUSDT,2026-03-16 07:00:00+00:00,2026-03-17 07:00:00+00:00,17.3422,5.937,main,test
217,ESPORTSUSDT,2026-03-25 11:00:00+00:00,2026-03-26 11:00:00+00:00,28.3926,41.5663,main,test
218,ESPORTSUSDT,2026-04-03 13:00:00+00:00,2026-04-04 12:00:00+00:00,22.4096,4.007,main,test
219,ESPORTSUSDT,2026-04-18 16:00:00+00:00,2026-04-18 19:00:00+00:00,17.2147,3.2564,main,test
220,ESPORTSUSDT,2026-04-24 10:00:00+00:00,2026-04-24 17:00:00+00:00,42.6522,21.8315,main,test
221,ESPORTSUSDT,2026-05-11 08:00:00+00:00,2026-05-12 08:00:00+00:00,38.4491,24.096,main,test
222,ESPORTSUSDT,2026-05-13 16:00:00+00:00,2026-05-14 16:00:00+00:00,32.1176,14.2231,main,test
223,ESPORTSUSDT,2026-05-19 23:00:00+00:00,2026-05-20 10:00:00+00:00,34.7841,13.6917,main,test
224,ESPORTSUSDT,2026-05-26 14:00:00+00:00,2026-05-26 16:00:00+00:00,16.8367,511.0727,main,test
225,ESPORTSUSDT,2025-07-30 21:00:00+00:00,2025-07-30 22:00:00+00:00,10.5655,11.4434,fast,train
226,ESPORTSUSDT,2025-07-30 23:00:00+00:00,2025-07-31 00:00:00+00:00,10.6546,8.3866,fast,train
227,ESPORTSUSDT,2025-08-03 18:00:00+00:00,2025-08-03 19:00:00+00:00,14.8286,6.3383,fast,train
228,ESPORTSUSDT,2025-09-04 07:00:00+00:00,2025-09-04 08:00:00+00:00,11.4722,44.2413,fast,train
229,ESPORTSUSDT,2025-09-09 02:00:00+00:00,2025-09-09 03:00:00+00:00,11.3411,9.6085,fast,train
230,ESPORTSUSDT,2025-10-10 21:00:00+00:00,2025-10-10 22:00:00+00:00,17.8272,5.1646,fast,train
231,ESPORTSUSDT,2025-11-04 15:00:00+00:00,2025-11-04 16:00:00+00:00,13.8395,8.6832,fast,test
232,ESPORTSUSDT,2025-11-07 15:00:00+00:00,2025-11-07 16:00:00+00:00,16.8502,24.1944,fast,test
233,ESPORTSUSDT,2025-11-12 15:00:00+00:00,2025-11-12 16:00:00+00:00,26.617,176.5505,fast,test
